County Name,Median Home Price Q4 2023,Monthly Payment Q4 2023,Monthly Payment Q4 2022
"Jackson Parish,  Louisiana","$115,680 ",$710 ,$610 
"Crawford County,  Illinois","$115,650 ",$710 ,$630 
"Izard County,  Arkansas","$115,620 ",$710 ,$640 
"Hyde County,  North Carolina","$115,510 ",$710 ,$610 
"Luce County,  Michigan","$115,390 ",$710 ,$610 
"Wayne County,  Illinois","$115,330 ",$710 ,$630 
"Emmons County,  North Dakota","$115,300 ",$710 ,$640 
"Monroe County,  Mississippi","$115,220 ",$710 ,$640 
"Venango County,  Pennsylvania","$115,170 ",$710 ,$630 
"Norton County,  Kansas","$115,160 ",$710 ,$640 
"Pleasants County,  West Virginia","$115,110 ",$710 ,$700 
"Montgomery County,  Georgia","$115,100 ",$710 ,$610 
"Adams County,  Iowa","$115,070 ",$710 ,$640 
"Mississippi County,  Arkansas","$115,000 ",$710 ,$640 
"Slope County,  North Dakota","$114,990 ",$710 ,$640 
"Hardin County,  Iowa","$114,960 ",$710 ,$630 
"Gregory County,  South Dakota","$114,910 ",$710 ,$630 
"Haskell County,  Oklahoma","$114,850 ",$710 ,$640 
"Linn County,  Missouri","$114,820 ",$710 ,$620 
"Ellsworth County,  Kansas","$114,740 ",$710 ,$640 
"Perkins County,  South Dakota","$114,700 ",$710 ,$630 
"Adams County,  North Dakota","$114,670 ",$710 ,$640 
"Childress County,  Texas","$114,640 ",$710 ,$650 
"Menominee County,  Wisconsin","$114,350 ",$710 ,$610 
"Dodge County,  Georgia","$114,330 ",$710 ,$610 
"Monona County,  Iowa","$114,330 ",$710 ,$630 
"Hockley County,  Texas","$114,330 ",$710 ,$640 
"Elbert County,  Georgia","$114,220 ",$700 ,$610 
"Jackson County,  South Dakota","$114,170 ",$700 ,$630 
"Morehouse Parish,  Louisiana","$114,150 ",$700 ,$610 
"Dundy County,  Nebraska","$114,130 ",$700 ,$640 
"Echols County,  Georgia","$114,030 ",$700 ,$670 
"Eastland County,  Texas","$114,020 ",$700 ,$640 
"Brown County,  Kansas","$114,010 ",$700 ,$630 
"Coosa County,  Alabama","$113,960 ",$700 ,$640 
"Spink County,  South Dakota","$113,960 ",$700 ,$630 
"Traverse County,  Minnesota","$113,900 ",$700 ,$630 
"Franklin County,  Iowa","$113,800 ",$700 ,$630 
"Rawlins County,  Kansas","$113,800 ",$700 ,$630 
"Monroe County,  Alabama","$113,750 ",$700 ,$630 
"Meigs County,  Ohio","$113,740 ",$700 ,$610 
"Richland County,  Illinois","$113,730 ",$700 ,$620 
"Hertford County,  North Carolina","$113,650 ",$700 ,$600 
"Crawford County,  Indiana","$113,630 ",$700 ,$610 
"Ida County,  Iowa","$113,590 ",$700 ,$630 
"Chase County,  Kansas","$113,590 ",$700 ,$630 
"Sheridan County,  North Dakota","$113,520 ",$700 ,$630 
"Eddy County,  North Dakota","$113,420 ",$700 ,$630 
"Adair County,  Oklahoma","$113,390 ",$700 ,$630 
"Wetzel County,  West Virginia","$113,330 ",$700 ,$620 
"Webster County,  Mississippi","$113,320 ",$700 ,$630 
"Schuyler County,  Missouri","$113,320 ",$700 ,$620 
"Van Buren County,  Iowa","$113,280 ",$700 ,$630 
"Caldwell Parish,  Louisiana","$113,270 ",$700 ,$600 
"Keya Paha County,  Nebraska","$113,190 ",$700 ,$630 
"Okmulgee County,  Oklahoma","$113,140 ",$700 ,$620 
"Little River County,  Arkansas","$113,120 ",$700 ,$630 
"Greene County,  North Carolina","$113,080 ",$700 ,$630 
"Scurry County,  Texas","$112,890 ",$700 ,$640 
"Crittenden County,  Kentucky","$112,750 ",$700 ,$610 
"Ottawa County,  Oklahoma","$112,650 ",$700 ,$620 
"Lamar County,  Alabama","$112,600 ",$690 ,$630 
"Carroll County,  Missouri","$112,580 ",$690 ,$610 
"Winkler County,  Texas","$112,580 ",$690 ,$630 
"Nelson County,  North Dakota","$112,370 ",$690 ,$620 
"Ritchie County,  West Virginia","$112,370 ",$690 ,$610 
"Reynolds County,  Missouri","$112,360 ",$690 ,$610 
"Reeves County,  Texas","$112,270 ",$690 ,$630 
"Nance County,  Nebraska","$112,150 ",$690 ,$630 
"Morris County,  Texas","$112,060 ",$690 ,$630 
"Menifee County,  Kentucky","$112,000 ",$690 ,$610 
"Norton city,  Virginia","$111,990 ",$690 ,$610 
"Searcy County,  Arkansas","$111,970 ",$690 ,$620 
"Ellis County,  Oklahoma","$111,920 ",$690 ,$620 
"Morrill County,  Nebraska","$111,840 ",$690 ,$630 
"Mercer County,  Missouri","$111,830 ",$690 ,$610 
"Beaver County,  Oklahoma","$111,610 ",$690 ,$620 
"Sherman County,  Texas","$111,540 ",$690 ,$630 
"Lewis County,  Missouri","$111,510 ",$690 ,$610 
"Lenoir County,  North Carolina","$111,450 ",$690 ,$590 
"Hancock County,  Illinois","$111,370 ",$690 ,$610 
"Wapello County,  Iowa","$111,280 ",$690 ,$610 
"Washington County,  Kansas","$111,280 ",$690 ,$620 
"Keokuk County,  Iowa","$110,960 ",$680 ,$610 
"Deaf Smith County,  Texas","$110,930 ",$680 ,$620 
"Wright County,  Iowa","$110,860 ",$680 ,$610 
"Shelby County,  Texas","$110,820 ",$680 ,$620 
"Clay County,  Illinois","$110,730 ",$680 ,$600 
"Ripley County,  Missouri","$110,660 ",$680 ,$600 
"Cotton County,  Oklahoma","$110,560 ",$680 ,$610 
"Evangeline Parish,  Louisiana","$110,540 ",$680 ,$590 
"Caldwell County,  Kentucky","$110,500 ",$680 ,$600 
"Calhoun County,  Iowa","$110,330 ",$680 ,$610 
"Fayette County,  West Virginia","$110,230 ",$680 ,$600 
"West Carroll Parish,  Louisiana","$110,100 ",$680 ,$580 
"Bee County,  Texas","$110,100 ",$680 ,$620 
"Taylor County,  Iowa","$109,910 ",$680 ,$610 
"Mora County,  New Mexico","$109,860 ",$680 ,$610 
"Lawrence County,  Mississippi","$109,750 ",$680 ,$610 
"Choctaw County,  Mississippi","$109,640 ",$680 ,$610 
"Scotland County,  North Carolina","$109,590 ",$680 ,$580 
"Webster Parish,  Louisiana","$109,550 ",$680 ,$580 
"Marion County,  Mississippi","$109,540 ",$680 ,$600 
"Hempstead County,  Arkansas","$109,460 ",$680 ,$610 
"Butler County,  Kentucky","$109,430 ",$680 ,$590 
"McPherson County,  Nebraska","$109,350 ",$670 ,$610 
"Buffalo County,  South Dakota","$109,330 ",$670 ,$600 
"Jay County,  Indiana","$109,320 ",$670 ,$590 
"Ben Hill County,  Georgia","$109,300 ",$670 ,$580 
"Okfuskee County,  Oklahoma","$109,300 ",$670 ,$610 
"Hamilton County,  Florida","$109,240 ",$670 ,$590 
"Sunflower County,  Mississippi","$109,220 ",$670 ,$600 
"Ballard County,  Kentucky","$109,210 ",$670 ,$590 
"Jackson County,  Kentucky","$109,110 ",$670 ,$590 
"Carroll County,  Mississippi","$109,110 ",$670 ,$600 
"Cowley County,  Kansas","$109,080 ",$670 ,$600 
"Montgomery County,  Illinois","$109,020 ",$670 ,$590 
"Perry County,  Illinois","$109,020 ",$670 ,$590 
"Wells County,  North Dakota","$109,020 ",$670 ,$610 
"Terry County,  Texas","$108,860 ",$670 ,$610 
"Hayes County,  Nebraska","$108,830 ",$670 ,$610 
"Martin County,  North Carolina","$108,820 ",$670 ,$580 
"Forest County,  Pennsylvania","$108,590 ",$670 ,$590 
"Franklin Parish,  Louisiana","$108,570 ",$670 ,$580 
"Russell County,  Kansas","$108,550 ",$670 ,$600 
"Wheeler County,  Texas","$108,550 ",$670 ,$610 
"Marion County,  Alabama","$108,540 ",$670 ,$610 
"Antelope County,  Nebraska","$108,520 ",$670 ,$610 
"Bath County,  Kentucky","$108,460 ",$670 ,$590 
"Red River Parish,  Louisiana","$108,460 ",$670 ,$580 
"Pushmataha County,  Oklahoma","$108,460 ",$670 ,$600 
"McMullen County,  Texas","$108,450 ",$670 ,$610 
"Halifax County,  North Carolina","$108,270 ",$670 ,$570 
"Grant County,  Nebraska","$108,210 ",$670 ,$610 
"Logan County,  West Virginia","$108,100 ",$670 ,$590 
"Emmet County,  Iowa","$108,020 ",$670 ,$600 
"White County,  Illinois","$107,950 ",$670 ,$590 
"Vermillion County,  Indiana","$107,920 ",$670 ,$580 
"Estill County,  Kentucky","$107,710 ",$660 ,$580 
"Treutlen County,  Georgia","$107,660 ",$660 ,$570 
"Trinity County,  Texas","$107,620 ",$660 ,$610 
"Mitchell County,  Georgia","$107,560 ",$660 ,$570 
"Washita County,  Oklahoma","$107,520 ",$660 ,$600 
"Borden County,  Texas","$107,520 ",$660 ,$610 
"Schuyler County,  Illinois","$107,420 ",$660 ,$580 
"Lawrence County,  Kentucky","$107,390 ",$660 ,$580 
"Rockcastle County,  Kentucky","$107,390 ",$660 ,$580 
"Colfax County,  Nebraska","$107,380 ",$660 ,$600 
"Winn Parish,  Louisiana","$107,360 ",$660 ,$570 
"McDonough County,  Illinois","$107,310 ",$660 ,$580 
"Latimer County,  Oklahoma","$107,310 ",$660 ,$590 
"Washington County,  North Carolina","$107,280 ",$660 ,$570 
"Hamilton County,  Illinois","$107,210 ",$660 ,$580 
"Barbour County,  Alabama","$106,880 ",$660 ,$600 
"Simpson County,  Mississippi","$106,830 ",$660 ,$610 
"Fayette County,  Indiana","$106,730 ",$660 ,$580 
"Falls County,  Texas","$106,690 ",$660 ,$600 
"Fulton County,  Illinois","$106,670 ",$660 ,$580 
"Henderson County,  Illinois","$106,670 ",$660 ,$580 
"Hidalgo County,  New Mexico","$106,640 ",$660 ,$600 
"Clay County,  West Virginia","$106,610 ",$660 ,$590 
"Marion County,  Texas","$106,390 ",$660 ,$600 
"Putnam County,  Missouri","$106,280 ",$660 ,$580 
"Newton County,  Mississippi","$106,060 ",$650 ,$590 
"Cibola County,  New Mexico","$106,010 ",$650 ,$590 
"Bamberg County,  South Carolina","$105,990 ",$650 ,$560 
"Barnwell County,  South Carolina","$105,880 ",$650 ,$560 
"Wibaux County,  Montana","$105,810 ",$650 ,$590 
"Choctaw County,  Alabama","$105,730 ",$650 ,$590 
"Iron County,  Michigan","$105,690 ",$650 ,$560 
"Mitchell County,  Kansas","$105,620 ",$650 ,$580 
"Northampton County,  North Carolina","$105,310 ",$650 ,$560 
"Wheeler County,  Nebraska","$105,300 ",$650 ,$590 
"Randolph County,  Indiana","$105,120 ",$650 ,$570 
"Audubon County,  Iowa","$105,070 ",$650 ,$580 
"Luna County,  New Mexico","$104,970 ",$650 ,$590 
"Warren County,  Illinois","$104,960 ",$650 ,$570 
"Burke County,  Georgia","$104,940 ",$650 ,$570 
"Hansford County,  Texas","$104,940 ",$650 ,$590 
"Caddo County,  Oklahoma","$104,690 ",$650 ,$580 
"Fulton County,  Arkansas","$104,540 ",$650 ,$580 
"Bacon County,  Georgia","$104,490 ",$640 ,$560 
"Crenshaw County,  Alabama","$104,480 ",$640 ,$580 
"Adams County,  Mississippi","$104,480 ",$640 ,$580 
"Clarke County,  Mississippi","$104,480 ",$640 ,$580 
"Montgomery County,  Iowa","$104,440 ",$640 ,$580 
"Attala County,  Mississippi","$104,270 ",$640 ,$580 
"Jones County,  South Dakota","$104,270 ",$640 ,$570 
"Neosho County,  Kansas","$104,250 ",$640 ,$580 
"Brantley County,  Georgia","$104,240 ",$640 ,$530 
"Green County,  Kentucky","$103,970 ",$640 ,$560 
"Leake County,  Mississippi","$103,960 ",$640 ,$570 
"Union County,  South Carolina","$103,920 ",$640 ,$550 
"Johnston County,  Oklahoma","$103,850 ",$640 ,$580 
"Wayne County,  Iowa","$103,810 ",$640 ,$570 
"Wirt County,  West Virginia","$103,800 ",$640 ,$630 
"Pike County,  Kentucky","$103,750 ",$640 ,$560 
"Pike County,  Arkansas","$103,710 ",$640 ,$580 
"Sevier County,  Arkansas","$103,710 ",$640 ,$580 
"Mason County,  Illinois","$103,680 ",$640 ,$560 
"Pike County,  Illinois","$103,680 ",$640 ,$560 
"Concordia Parish,  Louisiana","$103,530 ",$640 ,$550 
"Irwin County,  Georgia","$103,510 ",$640 ,$550 
"Knox County,  Illinois","$103,460 ",$640 ,$560 
"Ware County,  Georgia","$103,400 ",$640 ,$550 
"Stark County,  Illinois","$103,360 ",$640 ,$560 
"Dooly County,  Georgia","$103,290 ",$640 ,$550 
"St. Helena Parish,  Louisiana","$103,090 ",$640 ,$610 
"Lee County,  Virginia","$102,970 ",$640 ,$560 
"Holmes County,  Florida","$102,840 ",$630 ,$550 
"Conecuh County,  Alabama","$102,820 ",$630 ,$570 
"Marion County,  Illinois","$102,820 ",$630 ,$560 
"Marengo County,  Alabama","$102,610 ",$630 ,$570 
"Greene County,  Mississippi","$102,590 ",$630 ,$570 
"La Salle County,  Texas","$102,570 ",$630 ,$580 
"Allegany County,  New York","$102,560 ",$630 ,$540 
"Atchison County,  Missouri","$102,550 ",$630 ,$560 
"McKean County,  Pennsylvania","$102,540 ",$630 ,$560 
"Hyde County,  South Dakota","$102,480 ",$630 ,$570 
"Hampton County,  South Carolina","$102,390 ",$630 ,$550 
"Harrison County,  Missouri","$102,330 ",$630 ,$560 
"Kingman County,  Kansas","$102,260 ",$630 ,$570 
"Hancock County,  Georgia","$102,200 ",$630 ,$540 
"Montgomery County,  Mississippi","$102,170 ",$630 ,$560 
"Greer County,  Oklahoma","$102,070 ",$630 ,$570 
"Donley County,  Texas","$102,050 ",$630 ,$570 
"Scott County,  Arkansas","$102,030 ",$630 ,$570 
"Decatur County,  Iowa","$102,020 ",$630 ,$560 
"Cross County,  Arkansas","$101,930 ",$630 ,$570 
"Lee County,  South Carolina","$101,850 ",$630 ,$540 
"McCulloch County,  Texas","$101,850 ",$630 ,$570 
"Metcalfe County,  Kentucky","$101,830 ",$630 ,$550 
"Sioux County,  North Dakota","$101,700 ",$630 ,$560 
"Braxton County,  West Virginia","$101,580 ",$630 ,$550 
"Scott County,  Illinois","$101,540 ",$630 ,$550 
"Starr County,  Texas","$101,540 ",$630 ,$570 
"Wichita County,  Kansas","$101,420 ",$630 ,$560 
"Harper County,  Oklahoma","$101,340 ",$630 ,$560 
"Issaquena County,  Mississippi","$101,330 ",$630 ,$560 
"Pemiscot County,  Missouri","$101,270 ",$620 ,$550 
"Benton County,  Mississippi","$101,220 ",$620 ,$560 
"Franklin County,  Mississippi","$101,220 ",$620 ,$560 
"Frio County,  Texas","$101,120 ",$620 ,$570 
"Stephens County,  Texas","$101,120 ",$620 ,$570 
"Wilkes County,  Georgia","$101,110 ",$620 ,$540 
"Dixie County,  Florida","$101,000 ",$620 ,$540 
"Alfalfa County,  Oklahoma","$100,920 ",$620 ,$560 
"Wallace County,  Kansas","$100,900 ",$620 ,$560 
"Stafford County,  Kansas","$100,790 ",$620 ,$560 
"Morton County,  Kansas","$100,690 ",$620 ,$560 
"Sheridan County,  Nebraska","$100,630 ",$620 ,$560 
"Hale County,  Texas","$100,610 ",$620 ,$570 
"Edgar County,  Illinois","$100,580 ",$620 ,$550 
"Wabash County,  Illinois","$100,580 ",$620 ,$550 
"Woodruff County,  Arkansas","$100,470 ",$620 ,$560 
"Lawrence County,  Illinois","$100,370 ",$620 ,$550 
"Allen County,  Kansas","$100,370 ",$620 ,$560 
"Ouachita County,  Arkansas","$100,360 ",$620 ,$560 
"Bourbon County,  Kansas","$100,270 ",$620 ,$560 
"Madison County,  Florida","$100,130 ",$620 ,$540 
"Leflore County,  Mississippi","$100,070 ",$620 ,$550 
"Phillips County,  Kansas","$100,060 ",$620 ,$550 
"Worth County,  Georgia","$100,020 ",$620 ,$570 
"Lincoln County,  West Virginia","$99,950 ",$620 ,$550 
"Catahoula Parish,  Louisiana","$99,920 ",$620 ,$530 
"Schleicher County,  Texas","$99,780 ",$620 ,$560 
"Chesterfield County,  South Carolina","$99,670 ",$610 ,$530 
"New Madrid County,  Missouri","$99,660 ",$610 ,$540 
"Hutchinson County,  Texas","$99,570 ",$610 ,$560 
"Dunklin County,  Missouri","$99,560 ",$610 ,$540 
"Castro County,  Texas","$99,470 ",$610 ,$560 
"Jefferson County,  Georgia","$99,360 ",$610 ,$530 
"Perry County,  Kentucky","$99,360 ",$610 ,$540 
"Harding County,  New Mexico","$99,350 ",$610 ,$550 
"Labette County,  Kansas","$99,220 ",$610 ,$550 
"Neshoba County,  Mississippi","$99,220 ",$610 ,$550 
"Jones County,  Texas","$99,190 ",$610 ,$510 
"Edwards County,  Illinois","$99,080 ",$610 ,$540 
"Franklin County,  Nebraska","$99,070 ",$610 ,$550 
"Yalobusha County,  Mississippi","$99,010 ",$610 ,$550 
"Terrell County,  Georgia","$99,000 ",$610 ,$560 
"Ontonagon County,  Michigan","$98,960 ",$610 ,$520 
"Glades County,  Florida","$98,940 ",$610 ,$530 
"Miner County,  South Dakota","$98,900 ",$610 ,$550 
"Boyd County,  Nebraska","$98,860 ",$610 ,$550 
"Mississippi County,  Missouri","$98,810 ",$610 ,$540 
"Logan County,  North Dakota","$98,770 ",$610 ,$550 
"Greene County,  Illinois","$98,760 ",$610 ,$540 
"Lincoln County,  Kansas","$98,690 ",$610 ,$550 
"Butler County,  Alabama","$98,660 ",$610 ,$550 
"Upton County,  Texas","$98,650 ",$610 ,$560 
"Dallas County,  Arkansas","$98,580 ",$610 ,$550 
"Taylor County,  Georgia","$98,480 ",$610 ,$520 
"Pawnee County,  Kansas","$98,380 ",$610 ,$540 
"Telfair County,  Georgia","$98,370 ",$610 ,$520 
"Marion County,  South Carolina","$98,360 ",$610 ,$520 
"Cass County,  Illinois","$98,330 ",$610 ,$530 
"Martin County,  Kentucky","$98,290 ",$610 ,$530 
"Dawson County,  Texas","$98,130 ",$610 ,$550 
"Ziebach County,  South Dakota","$97,950 ",$600 ,$540 
"Coke County,  Texas","$97,920 ",$600 ,$550 
"Washington County,  Mississippi","$97,860 ",$600 ,$540 
"Macon County,  Alabama","$97,720 ",$600 ,$550 
"Dillon County,  South Carolina","$97,600 ",$600 ,$520 
"Sullivan County,  Missouri","$97,530 ",$600 ,$530 
"Greenlee County,  Arizona","$97,270 ",$600 ,$550 
"Morgan County,  Kentucky","$97,220 ",$600 ,$530 
"Blackford County,  Indiana","$97,150 ",$600 ,$520 
"Greene County,  Alabama","$97,040 ",$600 ,$520 
"Clinton County,  Kentucky","$97,010 ",$600 ,$530 
"Crowley County,  Colorado","$96,900 ",$600 ,$540 
"Gogebic County,  Michigan","$96,860 ",$600 ,$510 
"Hardin County,  Illinois","$96,840 ",$600 ,$530 
"Elliott County,  Kentucky","$96,790 ",$600 ,$520 
"Taylor County,  Florida","$96,780 ",$600 ,$520 
"Appling County,  Georgia","$96,730 ",$600 ,$510 
"Gray County,  Texas","$96,580 ",$600 ,$540 
"Madison Parish,  Louisiana","$96,530 ",$600 ,$510 
"Carlisle County,  Kentucky","$96,470 ",$600 ,$520 
"Webster County,  Nebraska","$96,370 ",$590 ,$540 
"Cherokee County,  Kansas","$96,280 ",$590 ,$530 
"Floyd County,  Kentucky","$96,260 ",$590 ,$520 
"Wilson County,  Kansas","$96,180 ",$590 ,$530 
"Amite County,  Mississippi","$96,170 ",$590 ,$530 
"Kimball County,  Nebraska","$96,060 ",$590 ,$540 
"Bertie County,  North Carolina","$95,980 ",$590 ,$510 
"Gilmer County,  West Virginia","$95,920 ",$590 ,$520 
"Dickenson County,  Virginia","$95,870 ",$590 ,$520 
"Concho County,  Texas","$95,860 ",$590 ,$540 
"Refugio County,  Texas","$95,860 ",$590 ,$540 
"Mingo County,  West Virginia","$95,810 ",$590 ,$520 
"Wilkinson County,  Georgia","$95,750 ",$590 ,$510 
"Emanuel County,  Georgia","$95,640 ",$590 ,$510 
"Copiah County,  Mississippi","$95,600 ",$590 ,$540 
"Cloud County,  Kansas","$95,550 ",$590 ,$530 
"Deuel County,  Nebraska","$95,430 ",$590 ,$530 
"Dallas County,  Alabama","$95,330 ",$590 ,$530 
"Garden County,  Nebraska","$95,230 ",$590 ,$530 
"Coal County,  Oklahoma","$95,150 ",$590 ,$530 
"Thayer County,  Nebraska","$95,120 ",$590 ,$530 
"Pocahontas County,  Iowa","$95,080 ",$590 ,$520 
"Baylor County,  Texas","$95,030 ",$590 ,$530 
"Knox County,  Missouri","$94,970 ",$590 ,$520 
"Esmeralda County,  Nevada","$94,810 ",$580 ,$550 
"Williamsburg County,  South Carolina","$94,760 ",$580 ,$500 
"Coleman County,  Texas","$94,730 ",$580 ,$530 
"Montgomery County,  Kansas","$94,600 ",$580 ,$520 
"Jim Wells County,  Texas","$94,520 ",$580 ,$530 
"Chattooga County,  Georgia","$94,440 ",$580 ,$500 
"Rolette County,  North Dakota","$94,370 ",$580 ,$520 
"Nolan County,  Texas","$94,210 ",$580 ,$530 
"Vermilion County,  Illinois","$94,060 ",$580 ,$540 
"Worth County,  Missouri","$94,010 ",$580 ,$510 
"Sharp County,  Arkansas","$93,980 ",$580 ,$520 
"Kemper County,  Mississippi","$93,960 ",$580 ,$520 
"Saline County,  Illinois","$93,950 ",$580 ,$510 
"Bienville Parish,  Louisiana","$93,900 ",$580 ,$500 
"Quitman County,  Georgia","$93,780 ",$580 ,$500 
"Wayne County,  Mississippi","$93,750 ",$580 ,$520 
"Floyd County,  Texas","$93,690 ",$580 ,$530 
"Twiggs County,  Georgia","$93,650 ",$580 ,$520 
"Turner County,  Georgia","$93,560 ",$580 ,$500 
"Franklin County,  Illinois","$93,520 ",$580 ,$510 
"Thurston County,  Nebraska","$93,460 ",$580 ,$520 
"Poinsett County,  Arkansas","$93,370 ",$580 ,$550 
"Brown County,  Nebraska","$93,150 ",$570 ,$520 
"Newton County,  Texas","$92,970 ",$570 ,$520 
"Richardson County,  Nebraska","$92,940 ",$570 ,$520 
"Grant County,  North Dakota","$92,910 ",$570 ,$520 
"Sharkey County,  Mississippi","$92,700 ",$570 ,$510 
"Chickasaw County,  Mississippi","$92,590 ",$570 ,$510 
"Runnels County,  Texas","$92,560 ",$570 ,$520 
"Rooks County,  Kansas","$92,510 ",$570 ,$510 
"Jefferson Davis County,  Mississippi","$92,380 ",$570 ,$510 
"Collingsworth County,  Texas","$92,350 ",$570 ,$520 
"Boone County,  West Virginia","$92,330 ",$570 ,$510 
"Seminole County,  Oklahoma","$92,320 ",$570 ,$510 
"Desha County,  Arkansas","$92,310 ",$570 ,$510 
"Webster County,  Kentucky","$92,130 ",$570 ,$500 
"Chicot County,  Arkansas","$92,100 ",$570 ,$510 
"Rice County,  Kansas","$91,980 ",$570 ,$510 
"Nuckolls County,  Nebraska","$91,900 ",$570 ,$510 
"Bradley County,  Arkansas","$91,890 ",$570 ,$510 
"Graham County,  Kansas","$91,670 ",$570 ,$510 
"Shelby County,  Missouri","$91,660 ",$570 ,$500 
"Randolph County,  Georgia","$91,600 ",$570 ,$490 
"Robeson County,  North Carolina","$91,600 ",$570 ,$480 
"Sumter County,  Alabama","$91,580 ",$570 ,$510 
"Hughes County,  Oklahoma","$91,490 ",$560 ,$510 
"McCreary County,  Kentucky","$91,330 ",$560 ,$500 
"Bullock County,  Alabama","$91,270 ",$560 ,$510 
"Buchanan County,  Virginia","$91,250 ",$560 ,$490 
"Cameron County,  Pennsylvania","$91,180 ",$560 ,$500 
"Prairie County,  Arkansas","$91,160 ",$560 ,$510 
"Rock County,  Nebraska","$90,660 ",$560 ,$510 
"Ashley County,  Arkansas","$90,530 ",$560 ,$500 
"Warren County,  Georgia","$90,390 ",$560 ,$480 
"Hodgeman County,  Kansas","$90,300 ",$560 ,$500 
"Wheeler County,  Georgia","$90,290 ",$560 ,$480 
"Garza County,  Texas","$90,290 ",$560 ,$510 
"Clay County,  Arkansas","$89,700 ",$550 ,$500 
"Jackson County,  Arkansas","$89,590 ",$550 ,$500 
"Edwards County,  Texas","$89,570 ",$550 ,$500 
"Woodson County,  Kansas","$89,460 ",$550 ,$500 
"Noxubee County,  Mississippi","$89,440 ",$550 ,$490 
"Jenkins County,  Georgia","$89,410 ",$550 ,$480 
"Lewis County,  Kentucky","$89,300 ",$550 ,$480 
"Magoffin County,  Kentucky","$89,300 ",$550 ,$480 
"Menard County,  Texas","$89,260 ",$550 ,$500 
"Blaine County,  Nebraska","$89,000 ",$550 ,$500 
"Martinsville city,  Virginia","$88,990 ",$550 ,$480 
"Nevada County,  Arkansas","$88,970 ",$550 ,$490 
"Furnas County,  Nebraska","$88,890 ",$550 ,$500 
"Johnson County,  Georgia","$88,860 ",$550 ,$470 
"Coahoma County,  Mississippi","$88,810 ",$550 ,$490 
"Hitchcock County,  Nebraska","$88,790 ",$550 ,$500 
"Clay County,  Georgia","$88,760 ",$550 ,$470 
"Grant County,  Oklahoma","$88,760 ",$550 ,$490 
"Greeley County,  Nebraska","$88,580 ",$550 ,$500 
"Yukon-Koyukuk Census Area,  Alaska","$88,440 ",$550 ,$500 
"Monroe County,  Arkansas","$88,440 ",$550 ,$490 
"Lawrence County,  Arkansas","$88,130 ",$540 ,$490 
"Swisher County,  Texas","$88,020 ",$540 ,$500 
"Webster County,  West Virginia","$88,020 ",$540 ,$480 
"Smith County,  Kansas","$88,000 ",$540 ,$490 
"Tallahatchie County,  Mississippi","$87,750 ",$540 ,$480 
"Zapata County,  Texas","$87,500 ",$540 ,$490 
"Barber County,  Kansas","$87,370 ",$540 ,$480 
"Calhoun County,  Mississippi","$87,230 ",$540 ,$480 
"Pulaski County,  Illinois","$87,220 ",$540 ,$470 
"McIntosh County,  North Dakota","$87,150 ",$540 ,$480 
"Wilcox County,  Alabama","$86,590 ",$530 ,$480 
"Gallatin County,  Illinois","$86,580 ",$530 ,$470 
"Claiborne Parish,  Louisiana","$86,570 ",$530 ,$460 
"Mitchell County,  Texas","$86,570 ",$530 ,$490 
"Calhoun County,  Arkansas","$86,460 ",$530 ,$480 
"Lowndes County,  Alabama","$86,340 ",$530 ,$480 
"Lane County,  Kansas","$86,320 ",$530 ,$480 
"St. Francis County,  Arkansas","$86,140 ",$530 ,$480 
"Covington city,  Virginia","$86,090 ",$530 ,$470 
"Culberson County,  Texas","$85,950 ",$530 ,$480 
"Tensas Parish,  Louisiana","$85,690 ",$530 ,$450 
"McKinley County,  New Mexico","$85,620 ",$530 ,$480 
"Scott County,  Mississippi","$85,540 ",$530 ,$470 
"Macon County,  Georgia","$85,370 ",$530 ,$450 
"Fisher County,  Texas","$85,340 ",$530 ,$480 
"San Augustine County,  Texas","$85,030 ",$520 ,$480 
"Perry County,  Alabama","$85,020 ",$520 ,$470 
"Harper County,  Kansas","$84,950 ",$520 ,$470 
"Marlboro County,  South Carolina","$84,950 ",$520 ,$450 
"Wilbarger County,  Texas","$84,920 ",$520 ,$480 
"Campbell County,  South Dakota","$84,580 ",$520 ,$470 
"Osborne County,  Kansas","$84,530 ",$520 ,$470 
"Ness County,  Kansas","$84,320 ",$520 ,$470 
"Atkinson County,  Georgia","$84,270 ",$520 ,$450 
"Calhoun County,  Georgia","$84,270 ",$520 ,$450 
"Webster County,  Georgia","$84,270 ",$520 ,$450 
"Lee County,  Arkansas","$84,260 ",$520 ,$470 
"Humphreys County,  Mississippi","$84,070 ",$520 ,$460 
"Owsley County,  Kentucky","$84,050 ",$520 ,$460 
"Kiowa County,  Oklahoma","$84,040 ",$520 ,$470 
"Leslie County,  Kentucky","$83,410 ",$510 ,$450 
"Benson County,  North Dakota","$82,970 ",$510 ,$460 
"Lee County,  Kentucky","$82,870 ",$510 ,$450 
"Brooks County,  Texas","$82,650 ",$510 ,$470 
"Claiborne County,  Mississippi","$82,600 ",$510 ,$460 
"Wilkinson County,  Mississippi","$82,600 ",$510 ,$460 
"Clark County,  Kansas","$82,330 ",$510 ,$460 
"Harmon County,  Oklahoma","$82,260 ",$510 ,$460 
"Bell County,  Kentucky","$82,120 ",$510 ,$450 
"McPherson County,  South Dakota","$82,050 ",$510 ,$450 
"Lamb County,  Texas","$81,830 ",$500 ,$460 
