County Name,Median Home Price Q4 2023,Monthly Payment Q4 2023,Monthly Payment Q4 2022
"Dickinson County,  Iowa","$248,330 ","$1,530 ","$1,370 "
"Pike County,  Georgia","$248,160 ","$1,530 ","$1,360 "
"LaGrange County,  Indiana","$248,040 ","$1,530 ","$1,340 "
"Grayson County,  Texas","$247,900 ","$1,530 ","$1,450 "
"Philadelphia County,  Pennsylvania","$247,770 ","$1,530 ","$1,380 "
"Benewah County,  Idaho","$247,710 ","$1,530 ","$1,400 "
"Morgan County,  Indiana","$247,470 ","$1,530 ","$1,330 "
"Nez Perce County,  Idaho","$247,330 ","$1,530 ","$1,510 "
"Pickens County,  South Carolina","$247,330 ","$1,530 ","$1,330 "
"Spalding County,  Georgia","$246,260 ","$1,520 ","$1,350 "
"Bell County,  Texas","$246,230 ","$1,520 ","$1,360 "
"Platte County,  Wyoming","$246,200 ","$1,520 ","$1,380 "
"Portsmouth city,  Virginia","$246,170 ","$1,520 ","$1,350 "
"Brown County,  Indiana","$246,070 ","$1,520 ","$1,320 "
"Surry County,  Virginia","$245,850 ","$1,520 ","$1,340 "
"Fremont County,  Wyoming","$245,780 ","$1,520 ","$1,370 "
"Canadian County,  Oklahoma","$245,730 ","$1,520 ","$1,360 "
"Wabasha County,  Minnesota","$245,540 ","$1,510 ","$1,340 "
"Catawba County,  North Carolina","$245,460 ","$1,510 ","$1,370 "
"Marion County,  Florida","$245,230 ","$1,510 ","$1,410 "
"Warren County,  Iowa","$245,050 ","$1,510 ","$1,360 "
"Schenectady County,  New York","$244,990 ","$1,510 ","$1,300 "
"Sheboygan County,  Wisconsin","$244,910 ","$1,510 ","$1,240 "
"Kennebec County,  Maine","$244,490 ","$1,510 ","$1,330 "
"Wagoner County,  Oklahoma","$244,490 ","$1,510 ","$1,330 "
"Polk County,  Wisconsin","$244,270 ","$1,510 ","$1,290 "
"Warren County,  Missouri","$244,240 ","$1,510 ","$1,320 "
"Otter Tail County,  Minnesota","$244,050 ","$1,510 ","$1,360 "
"Grand Forks County,  North Dakota","$243,950 ","$1,510 ","$1,410 "
"Waynesboro city,  Virginia","$243,660 ","$1,500 ","$1,320 "
"Kenton County,  Kentucky","$243,600 ","$1,500 ","$1,300 "
"Dinwiddie County,  Virginia","$243,590 ","$1,500 ","$1,300 "
"Jessamine County,  Kentucky","$243,360 ","$1,500 ","$1,320 "
"Bandera County,  Texas","$243,320 ","$1,500 ","$1,380 "
"Garrett County,  Maryland","$243,240 ","$1,500 ","$1,280 "
"DeKalb County,  Illinois","$243,230 ","$1,500 ","$1,320 "
"Dubuque County,  Iowa","$242,770 ","$1,500 ","$1,310 "
"Lincoln County,  Washington","$242,760 ","$1,500 ","$1,350 "
"Charlevoix County,  Michigan","$242,700 ","$1,500 ","$1,280 "
"Lincoln County,  Montana","$242,600 ","$1,500 ","$1,360 "
"Salem County,  New Jersey","$242,350 ","$1,500 ","$1,350 "
"Mills County,  Iowa","$242,340 ","$1,500 ","$1,310 "
"Rio Blanco County,  Colorado","$242,310 ","$1,500 ","$1,350 "
"Cleveland County,  Oklahoma","$241,960 ","$1,490 ","$1,340 "
"Montour County,  Pennsylvania","$241,800 ","$1,490 ","$1,320 "
"Huerfano County,  Colorado","$241,680 ","$1,490 ","$1,340 "
"Tippecanoe County,  Indiana","$241,570 ","$1,490 ","$1,280 "
"Lexington city,  Virginia","$241,510 ","$1,490 ","$1,300 "
"Madison County,  Iowa","$241,080 ","$1,490 ","$1,340 "
"Elmore County,  Idaho","$241,050 ","$1,490 ","$1,370 "
"Barry County,  Michigan","$240,980 ","$1,490 ","$1,300 "
"Colonial Heights city,  Virginia","$240,980 ","$1,490 ","$1,290 "
"Alamance County,  North Carolina","$240,940 ","$1,490 ","$1,350 "
"Erie County,  New York","$240,890 ","$1,490 ","$1,310 "
"Lake County,  Indiana","$240,880 ","$1,490 ","$1,310 "
"Haywood County,  North Carolina","$240,800 ","$1,490 ","$1,320 "
"Pike County,  Pennsylvania","$240,690 ","$1,490 ","$1,310 "
"Davidson County,  North Carolina","$240,680 ","$1,480 ","$1,270 "
"Morgan County,  West Virginia","$240,620 ","$1,480 ","$1,230 "
"Humboldt County,  Nevada","$240,450 ","$1,480 ","$1,410 "
"Fallon County,  Montana","$240,420 ","$1,480 ","$1,340 "
"Jerome County,  Idaho","$240,120 ","$1,480 ","$1,360 "
"Brookings County,  South Dakota","$239,930 ","$1,480 ","$1,320 "
"Columbia County,  Washington","$239,730 ","$1,480 ","$1,330 "
"Bossier Parish,  Louisiana","$239,490 ","$1,480 ","$1,280 "
"Washington County,  Pennsylvania","$239,290 ","$1,480 ","$1,300 "
"Richland County,  South Carolina","$239,040 ","$1,470 ","$1,310 "
"Duchesne County,  Utah","$238,920 ","$1,470 ","$1,330 "
"St. Clair County,  Alabama","$238,780 ","$1,470 ","$1,310 "
"Green County,  Wisconsin","$237,910 ","$1,470 ","$1,260 "
"Jackson County,  Colorado","$237,600 ","$1,470 ","$1,320 "
"Jackson County,  Missouri","$237,590 ","$1,470 ","$1,290 "
"McLennan County,  Texas","$237,510 ","$1,470 ","$1,360 "
"Franklin County,  Missouri","$237,460 ","$1,470 ","$1,280 "
"Oliver County,  North Dakota","$237,400 ","$1,460 ","$1,320 "
"Millard County,  Utah","$237,240 ","$1,460 ","$1,320 "
"Saunders County,  Nebraska","$237,080 ","$1,460 ","$1,280 "
"Winneshiek County,  Iowa","$237,070 ","$1,460 ","$1,310 "
"Avery County,  North Carolina","$236,840 ","$1,460 ","$1,250 "
"Pickaway County,  Ohio","$236,650 ","$1,460 ","$1,280 "
"Milwaukee County,  Wisconsin","$236,550 ","$1,460 ","$1,260 "
"Allegheny County,  Pennsylvania","$236,520 ","$1,460 ","$1,290 "
"Jefferson County,  Missouri","$236,490 ","$1,460 ","$1,280 "
"Greene County,  Missouri","$236,420 ","$1,460 ","$1,270 "
"Lassen County,  California","$236,350 ","$1,460 ","$1,350 "
"Bingham County,  Idaho","$236,230 ","$1,460 ","$1,340 "
"Bedford County,  Tennessee","$236,120 ","$1,460 ","$1,280 "
"West Feliciana Parish,  Louisiana","$236,020 ","$1,460 ","$1,390 "
"Staunton city,  Virginia","$235,920 ","$1,460 ","$1,270 "
"Baker County,  Oregon","$235,860 ","$1,460 ","$1,340 "
"Clayton County,  Georgia","$235,580 ","$1,450 ","$1,290 "
"Sullivan County,  New Hampshire","$235,550 ","$1,450 ","$1,230 "
"Powell County,  Montana","$235,530 ","$1,450 ","$1,320 "
"Pope County,  Minnesota","$235,400 ","$1,450 ","$1,310 "
"Bayfield County,  Wisconsin","$235,390 ","$1,450 ","$1,250 "
"Oneida County,  Wisconsin","$235,390 ","$1,450 ","$1,250 "
"Tulsa County,  Oklahoma","$235,340 ","$1,450 ","$1,280 "
"Lexington County,  South Carolina","$235,340 ","$1,450 ","$1,290 "
"Pottawatomie County,  Kansas","$235,190 ","$1,450 ","$1,290 "
"Stone County,  Missouri","$235,180 ","$1,450 ","$1,280 "
"Richmond County,  Virginia","$234,950 ","$1,450 ","$1,270 "
"Onslow County,  North Carolina","$234,880 ","$1,450 ","$1,330 "
"Berrien County,  Michigan","$234,680 ","$1,450 ","$1,290 "
"St. Clair County,  Michigan","$234,600 ","$1,450 ","$1,270 "
"Madison County,  Kentucky","$234,590 ","$1,450 ","$1,270 "
"Marion County,  Indiana","$234,390 ","$1,450 ","$1,260 "
"Nye County,  Nevada","$233,790 ","$1,440 ","$1,370 "
"Hartley County,  Texas","$233,720 ","$1,440 ","$1,320 "
"Uinta County,  Wyoming","$233,420 ","$1,440 ","$1,310 "
"Houston County,  Minnesota","$233,320 ","$1,440 ","$1,260 "
"Ontario County,  New York","$233,280 ","$1,440 ","$1,230 "
"Camden County,  Georgia","$233,260 ","$1,440 ","$1,240 "
"Marshall County,  Tennessee","$233,240 ","$1,440 ","$1,270 "
"Essex County,  Virginia","$233,230 ","$1,440 ","$1,260 "
"Houston County,  Georgia","$233,090 ","$1,440 ","$1,240 "
"Davie County,  North Carolina","$232,920 ","$1,440 ","$1,270 "
"Cassia County,  Idaho","$232,740 ","$1,440 ","$1,320 "
"Dunn County,  Wisconsin","$232,430 ","$1,430 ","$1,230 "
"McLean County,  North Dakota","$232,380 ","$1,430 ","$1,290 "
"Lamar County,  Mississippi","$232,290 ","$1,430 ","$1,220 "
"Payne County,  Oklahoma","$232,220 ","$1,430 ","$1,290 "
"Sioux County,  Iowa","$232,130 ","$1,430 ","$1,280 "
"Craven County,  North Carolina","$232,010 ","$1,430 ","$1,230 "
"Logan County,  Oklahoma","$231,900 ","$1,430 ","$1,290 "
"Denali Borough,  Alaska","$231,840 ","$1,430 ","$1,320 "
"Smith County,  Texas","$231,640 ","$1,430 ","$1,300 "
"Oneida County,  Idaho","$231,620 ","$1,430 ","$1,310 "
"Perquimans County,  North Carolina","$231,570 ","$1,430 ","$1,230 "
"Pitt County,  North Carolina","$231,480 ","$1,430 ","$1,290 "
"Aitkin County,  Minnesota","$231,440 ","$1,430 ","$1,290 "
"Macon County,  North Carolina","$231,350 ","$1,430 ","$1,220 "
"King and Queen County,  Virginia","$231,290 ","$1,430 ","$1,230 "
"Riley County,  Kansas","$231,260 ","$1,430 ","$1,270 "
"Hardin County,  Kentucky","$231,050 ","$1,430 ","$1,190 "
"Sawyer County,  Wisconsin","$231,000 ","$1,430 ","$1,220 "
"Clark County,  Indiana","$230,990 ","$1,430 ","$1,270 "
"Musselshell County,  Montana","$230,960 ","$1,430 ","$1,290 "
"Cole County,  Missouri","$230,840 ","$1,420 ","$1,230 "
"Mille Lacs County,  Minnesota","$230,610 ","$1,420 ","$1,290 "
"Camas County,  Idaho","$230,590 ","$1,420 ","$1,310 "
"East Baton Rouge Parish,  Louisiana","$230,510 ","$1,420 ","$1,360 "
"Gila County,  Arizona","$230,490 ","$1,420 ","$1,290 "
"Cumberland County,  New Jersey","$230,310 ","$1,420 ","$1,170 "
"Dearborn County,  Indiana","$230,170 ","$1,420 ","$1,220 "
"Portage County,  Ohio","$229,900 ","$1,420 ","$1,240 "
"Morrison County,  Minnesota","$229,880 ","$1,420 ","$1,280 "
"Oklahoma County,  Oklahoma","$229,700 ","$1,420 ","$1,270 "
"Monongalia County,  West Virginia","$229,440 ","$1,420 ","$1,430 "
"Wood County,  Ohio","$229,380 ","$1,420 ","$1,230 "
"Oconee County,  South Carolina","$229,210 ","$1,410 ","$1,220 "
"Dauphin County,  Pennsylvania","$229,130 ","$1,410 ","$1,260 "
"Sullivan County,  Tennessee","$228,980 ","$1,410 ","$1,210 "
"Granville County,  North Carolina","$228,830 ","$1,410 ","$1,210 "
"Piute County,  Utah","$228,670 ","$1,410 ","$1,270 "
"Lampasas County,  Texas","$228,550 ","$1,410 ","$1,260 "
"Faulkner County,  Arkansas","$228,460 ","$1,410 ","$1,260 "
"De Baca County,  New Mexico","$228,050 ","$1,410 ","$1,270 "
"Hughes County,  South Dakota","$228,030 ","$1,410 ","$1,260 "
"Rutland County,  Vermont","$227,760 ","$1,410 ","$1,180 "
"Lake County,  Ohio","$227,360 ","$1,400 ","$1,210 "
"Cumberland County,  Virginia","$227,050 ","$1,400 ","$1,210 "
"Buffalo County,  Nebraska","$227,010 ","$1,400 ","$1,270 "
"Southeast Fairbanks Census Area,  Alaska","$226,930 ","$1,400 ","$1,290 "
"Kosciusko County,  Indiana","$226,930 ","$1,400 ","$1,220 "
"Marquette County,  Michigan","$226,930 ","$1,400 ","$1,190 "
"Aiken County,  South Carolina","$226,740 ","$1,400 ","$1,230 "
"Rankin County,  Mississippi","$226,640 ","$1,400 ","$1,290 "
"Erath County,  Texas","$226,600 ","$1,400 ","$1,280 "
"Rowan County,  North Carolina","$226,540 ","$1,400 ","$1,240 "
"Adams County,  Washington","$226,470 ","$1,400 ","$1,260 "
"Carlton County,  Minnesota","$226,250 ","$1,400 ","$1,270 "
"Steele County,  Minnesota","$226,230 ","$1,400 ","$1,260 "
"Yancey County,  North Carolina","$226,090 ","$1,390 ","$1,200 "
"Lorain County,  Ohio","$226,060 ","$1,390 ","$1,210 "
"Meeker County,  Minnesota","$225,920 ","$1,390 ","$1,260 "
"Livingston Parish,  Louisiana","$225,880 ","$1,390 ","$1,330 "
"Loving County,  Texas","$225,770 ","$1,390 ","$1,270 "
"Teton County,  Montana","$225,760 ","$1,390 ","$1,260 "
"Goshen County,  Wyoming","$225,530 ","$1,390 ","$1,260 "
"Hamilton County,  New York","$225,480 ","$1,390 ","$1,190 "
"Bulloch County,  Georgia","$225,390 ","$1,390 ","$1,200 "
"Cannon County,  Tennessee","$225,310 ","$1,390 ","$1,260 "
"Winnebago County,  Wisconsin","$225,300 ","$1,390 ","$1,200 "
"Wayne County,  Ohio","$225,190 ","$1,390 ","$1,200 "
"Trousdale County,  Tennessee","$225,000 ","$1,390 ","$1,260 "
"Waldo County,  Maine","$224,950 ","$1,390 ","$1,220 "
"Bremer County,  Iowa","$224,920 ","$1,390 ","$1,180 "
"Do�a Ana County,  New Mexico","$224,670 ","$1,390 ","$1,230 "
"McClain County,  Oklahoma","$224,670 ","$1,390 ","$1,250 "
"Wayne County,  Pennsylvania","$223,970 ","$1,380 ","$1,230 "
"Franklin County,  Virginia","$223,880 ","$1,380 ","$1,210 "
"Radford city,  Virginia","$223,810 ","$1,380 ","$1,190 "
"Kandiyohi County,  Minnesota","$223,620 ","$1,380 ","$1,250 "
"McLeod County,  Minnesota","$223,310 ","$1,380 ","$1,240 "
"Union County,  Pennsylvania","$223,230 ","$1,380 ","$1,220 "
"St. Louis County,  Minnesota","$223,030 ","$1,380 ","$1,250 "
"Columbia County,  Florida","$222,590 ","$1,370 ","$1,190 "
"Lincoln County,  Missouri","$222,500 ","$1,370 ","$1,200 "
"Navajo County,  Arizona","$222,410 ","$1,370 ","$1,250 "
"Marathon County,  Wisconsin","$222,390 ","$1,370 ","$1,170 "
"Oktibbeha County,  Mississippi","$222,230 ","$1,370 ","$1,230 "
"Putnam County,  Georgia","$222,220 ","$1,370 ","$1,180 "
"Perry County,  Pennsylvania","$221,970 ","$1,370 ","$1,220 "
"Carbon County,  Pennsylvania","$221,930 ","$1,370 ","$1,180 "
"Lafayette Parish,  Louisiana","$221,800 ","$1,370 ","$1,330 "
"Bartholomew County,  Indiana","$221,780 ","$1,370 ","$1,210 "
"Aransas County,  Texas","$221,740 ","$1,370 ","$1,290 "
"Monroe County,  Michigan","$221,690 ","$1,370 ","$1,240 "
"Baltimore city,  Maryland","$221,650 ","$1,370 ","$1,220 "
"Kankakee County,  Illinois","$221,380 ","$1,370 ","$1,150 "
"Rio Arriba County,  New Mexico","$221,280 ","$1,370 ","$1,240 "
"Caledonia County,  Vermont","$221,270 ","$1,370 ","$1,150 "
"Monroe County,  New York","$221,230 ","$1,370 ","$1,160 "
"Pasquotank County,  North Carolina","$221,040 ","$1,360 ","$1,170 "
"Carbon County,  Wyoming","$220,960 ","$1,360 ","$1,240 "
"Floyd County,  Virginia","$220,760 ","$1,360 ","$1,190 "
"Cochise County,  Arizona","$220,550 ","$1,360 ","$1,240 "
"West Baton Rouge Parish,  Louisiana","$220,470 ","$1,360 ","$1,300 "
"Johnson County,  Missouri","$220,460 ","$1,360 ","$1,200 "
"Clay County,  South Dakota","$220,450 ","$1,360 ","$1,220 "
"Antrim County,  Michigan","$220,420 ","$1,360 ","$1,160 "
"Whitfield County,  Georgia","$220,240 ","$1,360 ","$1,210 "
"Orleans County,  Vermont","$220,150 ","$1,360 ","$1,140 "
"Burnett County,  Wisconsin","$220,150 ","$1,360 ","$1,170 "
"Sedgwick County,  Kansas","$220,100 ","$1,360 ","$1,150 "
"Rock County,  Wisconsin","$220,100 ","$1,360 ","$1,220 "
"Lubbock County,  Texas","$219,330 ","$1,350 ","$1,210 "
"Grimes County,  Texas","$219,270 ","$1,350 ","$1,230 "
"Franklin County,  Indiana","$219,140 ","$1,350 ","$1,170 "
"Saline County,  Arkansas","$219,070 ","$1,350 ","$1,210 "
"Treasure County,  Montana","$219,010 ","$1,350 ","$1,220 "
"Ashe County,  North Carolina","$218,520 ","$1,350 ","$1,160 "
"Morrow County,  Oregon","$218,310 ","$1,350 ","$1,240 "
"Clearwater County,  Idaho","$218,290 ","$1,350 ","$1,240 "
"Lynchburg city,  Virginia","$218,150 ","$1,350 ","$1,250 "
"Seward County,  Nebraska","$218,010 ","$1,350 ","$1,210 "
"Pamlico County,  North Carolina","$217,860 ","$1,340 ","$1,150 "
"Washington County,  Colorado","$217,740 ","$1,340 ","$1,210 "
"Victoria County,  Texas","$217,720 ","$1,340 ","$1,200 "
"Codington County,  South Dakota","$217,600 ","$1,340 ","$1,200 "
"Allen County,  Indiana","$217,440 ","$1,340 ","$1,160 "
"Dolores County,  Colorado","$217,430 ","$1,340 ","$1,210 "
"Hamblen County,  Tennessee","$217,330 ","$1,340 ","$1,180 "
"Washington County,  Idaho","$217,270 ","$1,340 ","$1,230 "
"Coffee County,  Tennessee","$217,120 ","$1,340 ","$1,180 "
"Valencia County,  New Mexico","$217,010 ","$1,340 ","$1,200 "
"Cape Girardeau County,  Missouri","$216,980 ","$1,340 ","$1,190 "
"Weston County,  Wyoming","$216,910 ","$1,340 ","$1,210 "
"Hancock County,  Ohio","$216,800 ","$1,340 ","$1,160 "
"Madison County,  Ohio","$216,530 ","$1,340 ","$1,170 "
"Harrison County,  Mississippi","$216,520 ","$1,340 ","$1,200 "
"Charles City County,  Virginia","$216,380 ","$1,340 ","$1,150 "
"Washburn County,  Wisconsin","$215,870 ","$1,330 ","$1,140 "
"Pine County,  Minnesota","$215,810 ","$1,330 ","$1,200 "
"Morgan County,  Alabama","$215,180 ","$1,330 ","$1,200 "
"Nelson County,  Kentucky","$215,160 ","$1,330 ","$1,180 "
"Pulaski County,  Arkansas","$215,060 ","$1,330 ","$1,180 "
"Knox County,  Ohio","$215,060 ","$1,330 ","$1,150 "
"Ionia County,  Michigan","$215,010 ","$1,330 ","$1,160 "
"Lee County,  Texas","$214,730 ","$1,320 ","$1,210 "
"Southampton County,  Virginia","$214,640 ","$1,320 ","$1,160 "
"Mountrail County,  North Dakota","$214,490 ","$1,320 ","$1,190 "
"Wakulla County,  Florida","$214,280 ","$1,320 ","$1,150 "
"Gulf County,  Florida","$214,250 ","$1,320 ","$1,150 "
"Lenawee County,  Michigan","$214,240 ","$1,320 ","$1,130 "
"Judith Basin County,  Montana","$214,120 ","$1,320 ","$1,200 "
"Monroe County,  Georgia","$214,040 ","$1,320 ","$1,190 "
"Kanabec County,  Minnesota","$214,040 ","$1,320 ","$1,190 "
"Meagher County,  Montana","$214,020 ","$1,320 ","$1,200 "
"Harrison County,  Indiana","$214,000 ","$1,320 ","$1,180 "
"Putnam County,  West Virginia","$213,960 ","$1,320 ","$1,170 "
"Cooke County,  Texas","$213,700 ","$1,320 ","$1,200 "
"Linn County,  Iowa","$213,610 ","$1,320 ","$1,140 "
"Posey County,  Indiana","$213,480 ","$1,320 ","$1,170 "
"Cumberland County,  Tennessee","$213,280 ","$1,320 ","$1,160 "
"Lee County,  Georgia","$213,110 ","$1,310 ","$1,210 "
"Lake of the Woods County,  Minnesota","$212,890 ","$1,310 ","$1,190 "
"Anderson County,  Kentucky","$212,860 ","$1,310 ","$1,150 "
"Page County,  Virginia","$212,810 ","$1,310 ","$1,150 "
"Franklin city,  Virginia","$212,700 ","$1,310 ","$1,150 "
"Beltrami County,  Minnesota","$212,470 ","$1,310 ","$1,180 "
"Champaign County,  Illinois","$212,380 ","$1,310 ","$1,160 "
"Trempealeau County,  Wisconsin","$212,360 ","$1,310 ","$1,120 "
"Kershaw County,  South Carolina","$212,330 ","$1,310 ","$1,170 "
"Logan County,  Colorado","$212,300 ","$1,310 ","$1,180 "
"Cherokee County,  North Carolina","$212,260 ","$1,310 ","$1,120 "
"Butler County,  Kansas","$212,190 ","$1,310 ","$1,110 "
"Taylor County,  Texas","$212,070 ","$1,310 ","$1,100 "
"Winona County,  Minnesota","$212,060 ","$1,310 ","$1,180 "
"Miami County,  Ohio","$212,050 ","$1,310 ","$1,170 "
"Lavaca County,  Texas","$212,050 ","$1,310 ","$1,190 "
"Elmore County,  Alabama","$211,920 ","$1,310 ","$1,190 "
"Eaton County,  Michigan","$211,800 ","$1,310 ","$1,150 "
"Rio Grande County,  Colorado","$211,470 ","$1,300 ","$1,170 "
"Butts County,  Georgia","$211,470 ","$1,300 ","$1,160 "
"Vernon County,  Wisconsin","$211,380 ","$1,300 ","$1,120 "
"Craighead County,  Arkansas","$211,290 ","$1,300 ","$1,230 "
"Calcasieu Parish,  Louisiana","$211,270 ","$1,300 ","$1,260 "
"Susquehanna County,  Pennsylvania","$211,230 ","$1,300 ","$1,160 "
"Summit County,  Ohio","$211,220 ","$1,300 ","$1,140 "
"Brown County,  South Dakota","$211,070 ","$1,300 ","$1,160 "
"Henderson County,  Texas","$211,020 ","$1,300 ","$1,190 "
"Kearney County,  Nebraska","$211,010 ","$1,300 ","$1,180 "
"Ste. Genevieve County,  Missouri","$210,850 ","$1,300 ","$1,150 "
"Maries County,  Missouri","$210,640 ","$1,300 ","$1,150 "
"Yuma County,  Colorado","$210,630 ","$1,300 ","$1,170 "
"Scott County,  Iowa","$210,520 ","$1,300 ","$1,140 "
"Plymouth County,  Iowa","$210,150 ","$1,300 ","$1,160 "
"Mercer County,  Ohio","$210,050 ","$1,300 ","$1,120 "
"Mitchell County,  North Carolina","$209,960 ","$1,300 ","$1,110 "
"Cleveland County,  North Carolina","$209,850 ","$1,290 ","$1,110 "
"Caribou County,  Idaho","$209,480 ","$1,290 ","$1,190 "
"Madison County,  Tennessee","$209,440 ","$1,290 ","$1,150 "
"Snyder County,  Pennsylvania","$209,430 ","$1,290 ","$1,150 "
"Lake County,  Minnesota","$209,350 ","$1,290 ","$1,170 "
"Stanly County,  North Carolina","$209,190 ","$1,290 ","$1,110 "
"Hamilton County,  Nebraska","$208,940 ","$1,290 ","$1,170 "
"Custer County,  Montana","$208,920 ","$1,290 ","$1,170 "
"Ellis County,  Kansas","$208,820 ","$1,290 ","$1,160 "
"Tangipahoa Parish,  Louisiana","$208,820 ","$1,290 ","$1,110 "
"Essex County,  New York","$208,530 ","$1,290 ","$1,100 "
"Pottawattamie County,  Iowa","$208,270 ","$1,290 ","$1,130 "
"Oconto County,  Wisconsin","$208,010 ","$1,280 ","$1,130 "
"Jefferson County,  Kansas","$207,920 ","$1,280 ","$1,120 "
"Prince Edward County,  Virginia","$207,870 ","$1,280 ","$1,120 "
"Marquette County,  Wisconsin","$207,760 ","$1,280 ","$1,100 "
"Elkhart County,  Indiana","$207,650 ","$1,280 ","$1,160 "
"Forrest County,  Mississippi","$207,520 ","$1,280 ","$1,090 "
"Smith County,  Tennessee","$207,510 ","$1,280 ","$1,160 "
"Alamosa County,  Colorado","$207,500 ","$1,280 ","$1,150 "
"Hancock County,  Mississippi","$207,080 ","$1,280 ","$1,150 "
"Lake County,  South Dakota","$207,070 ","$1,280 ","$1,140 "
"Ohio County,  Indiana","$207,020 ","$1,280 ","$1,100 "
"Hemphill County,  Texas","$206,990 ","$1,280 ","$1,160 "
"Niagara County,  New York","$206,940 ","$1,280 ","$1,130 "
"Brewster County,  Texas","$206,890 ","$1,280 ","$1,160 "
"Itasca County,  Minnesota","$206,850 ","$1,280 ","$1,150 "
"Cumberland County,  North Carolina","$206,810 ","$1,280 ","$1,100 "
"Roane County,  Tennessee","$206,450 ","$1,270 ","$1,120 "
"Habersham County,  Georgia","$206,370 ","$1,270 ","$1,100 "
"Whitley County,  Indiana","$206,240 ","$1,270 ","$1,100 "
"Benton County,  Iowa","$206,190 ","$1,270 ","$1,100 "
"Baker County,  Florida","$206,100 ","$1,270 ","$1,160 "
"Walker County,  Georgia","$206,100 ","$1,270 ","$1,070 "
"Midland County,  Michigan","$206,080 ","$1,270 ","$1,080 "
"Burke County,  North Carolina","$206,000 ","$1,270 ","$1,150 "
"McCracken County,  Kentucky","$205,900 ","$1,270 ","$1,120 "
"Westmoreland County,  Pennsylvania","$205,900 ","$1,270 ","$1,120 "
"Wilson County,  North Carolina","$205,790 ","$1,270 ","$1,090 "
"Penobscot County,  Maine","$205,710 ","$1,270 ","$1,170 "
"Nash County,  North Carolina","$205,680 ","$1,270 ","$1,080 "
"Walker County,  Texas","$205,650 ","$1,270 ","$1,160 "
"Sequatchie County,  Tennessee","$205,540 ","$1,270 ","$1,070 "
"Franklin County,  Tennessee","$205,380 ","$1,270 ","$1,120 "
"Polk County,  Minnesota","$205,150 ","$1,270 ","$1,190 "
"Tipton County,  Tennessee","$204,990 ","$1,260 ","$1,180 "
"Sibley County,  Minnesota","$204,870 ","$1,260 ","$1,140 "
"Dawson County,  Montana","$204,870 ","$1,260 ","$1,140 "
"St. Louis city,  Missouri","$204,860 ","$1,260 ","$1,110 "
"Lowndes County,  Georgia","$204,550 ","$1,260 ","$1,200 "
"Fillmore County,  Minnesota","$204,450 ","$1,260 ","$1,140 "
"Van Buren County,  Michigan","$204,390 ","$1,260 ","$1,110 "
"Moody County,  South Dakota","$204,330 ","$1,260 ","$1,130 "
"Kewaunee County,  Wisconsin","$204,070 ","$1,260 ","$1,110 "
"Green Lake County,  Wisconsin","$204,030 ","$1,260 ","$1,080 "
"Jasper County,  Indiana","$203,980 ","$1,260 ","$1,110 "
"Santa Cruz County,  Arizona","$203,760 ","$1,260 ","$1,140 "
"Lincoln County,  New Mexico","$203,700 ","$1,260 ","$1,140 "
"Silver Bow County,  Montana","$203,520 ","$1,260 ","$1,140 "
"Clinton County,  New York","$203,360 ","$1,250 ","$1,070 "
"Greene County,  Tennessee","$203,350 ","$1,250 ","$1,110 "
"Minidoka County,  Idaho","$203,330 ","$1,250 ","$1,150 "
"Platte County,  Nebraska","$203,330 ","$1,250 ","$1,140 "
"Niobrara County,  Wyoming","$203,100 ","$1,250 ","$1,140 "
"Cuyahoga County,  Ohio","$203,070 ","$1,250 ","$1,080 "
"Lauderdale County,  Alabama","$202,930 ","$1,250 ","$1,090 "
"Ripley County,  Indiana","$202,910 ","$1,250 ","$1,090 "
"Gooding County,  Idaho","$202,720 ","$1,250 ","$1,150 "
"Lycoming County,  Pennsylvania","$202,710 ","$1,250 ","$1,130 "
"St. James Parish,  Louisiana","$202,690 ","$1,250 ","$1,080 "
"McLean County,  Illinois","$202,680 ","$1,250 ","$1,110 "
"Montcalm County,  Michigan","$202,320 ","$1,250 ","$1,070 "
"Marion County,  Iowa","$202,260 ","$1,250 ","$1,120 "
"Ramsey County,  North Dakota","$202,240 ","$1,250 ","$1,120 "
"Rapides Parish,  Louisiana","$202,090 ","$1,250 ","$1,090 "
"Steuben County,  Indiana","$201,940 ","$1,250 ","$1,090 "
"Nueces County,  Texas","$201,820 ","$1,250 ","$1,170 "
"Monroe County,  Wisconsin","$201,730 ","$1,240 ","$1,070 "
"Lincoln Parish,  Louisiana","$201,710 ","$1,240 ","$1,070 "
"East Feliciana Parish,  Louisiana","$201,660 ","$1,240 ","$1,190 "
"Washakie County,  Wyoming","$201,440 ","$1,240 ","$1,130 "
"Dubois County,  Indiana","$201,400 ","$1,240 ","$1,090 "
"Bourbon County,  Kentucky","$201,320 ","$1,240 ","$1,090 "
"Washington County,  New York","$201,230 ","$1,240 ","$1,030 "
"Franklin County,  Texas","$201,010 ","$1,240 ","$1,130 "
"Sully County,  South Dakota","$200,960 ","$1,240 ","$1,110 "
"Mercer County,  North Dakota","$200,880 ","$1,240 ","$1,120 "
"Lyon County,  Iowa","$200,680 ","$1,240 ","$1,110 "
"St. Joseph County,  Indiana","$200,640 ","$1,240 ","$1,090 "
"Woodford County,  Illinois","$200,570 ","$1,240 ","$1,080 "
"Yankton County,  South Dakota","$200,540 ","$1,240 ","$1,110 "
